hgnc_id	hugo	chrom	accession	entrez	ensembl	refseq	uniprot
213	ADAM6	14q32.33	AI024595	8755	ENSG00000271968	NR_002224	
214	ADAM7	8p21.2	AF090327	8756	ENSG00000069206	NM_003817	Q9H2U9
215	ADAM8	10q26.3	D26579	101	ENSG00000151651	NM_001109	P78325
216	ADAM9	8p11.22	U41766	8754	ENSG00000168615		Q13443
188	ADAM10	15q21.3	AF009615	102	ENSG00000137845	NM_001110	O14672
189	ADAM11	17q21.31	D17390	4185	ENSG00000073670	NM_002390	O75078
190	ADAM12	10q26.2	AF023476	8038	ENSG00000148848		O43184
193	ADAM15	1q21.3	U46005	8751	ENSG00000143537	NM_003815	Q13444
195	ADAM17	2p25.1	U69611	6868	ENSG00000151694		P78536
196	ADAM18	8p11.22	AJ133004	8749	ENSG00000168619	NM_014237	Q9Y3Q7
197	ADAM19	5q33.3	AF311317	8728	ENSG00000135074	NM_033274	Q9H013
199	ADAM20	14q24.2	AF029899	8748	ENSG00000134007		O43506
20102	ADAM20P1	14q24.2	BC047939	317760	ENSG00000259158	NR_037933	
43901	ADAM20P2	4q34.2		100533671	ENSG00000248574		
43902	ADAM20P3	4q35.2		644325	ENSG00000249162		
200	ADAM21	14q24.2	AF029900	8747	ENSG00000139985		Q9UKJ8
19822	ADAM21P1	14q24.2		145241	ENSG00000235812	NG_002467	
201	ADAM22	7q21.12	AB009671	53616	ENSG00000008277	NM_021723	Q9P0K1
202	ADAM23	2q33.3	AB009672	8745	ENSG00000114948	NM_003812	O75077
203	ADAM24P	8p22		646479	ENSG00000214607		
206	ADAM28	8p21.2	AJ242015	10863	ENSG00000042980	NM_021778	Q9UKQ2
207	ADAM29	4q34.1	AF171929	11086	ENSG00000168594		Q9UKF5
208	ADAM30	1p12	AF171932	11085	ENSG00000134249	NM_021794	Q9UKF2
15479	ADAM32	8p11.22	BC026085	203102	ENSG00000197140	NM_145004	Q8TC27
15478	ADAM33	20p13	AL117415, AB055891	80332	ENSG00000149451	NM_025220	Q9BZ11
16299	ADAMDEC1	8p21.2	Y13323	27299	ENSG00000134028	NM_014479	O15204
217	ADAMTS1	21q21.3	AF060152	9510	ENSG00000154734		Q9UHI8
218	ADAMTS2	5q35.3	AJ003125	9509	ENSG00000087116	NM_014244	O95450
219	ADAMTS3	4q13.3	AB002364	9508	ENSG00000156140		O15072
220	ADAMTS4	1q23.3	AB014588	9507	ENSG00000158859	NM_005099	O75173
221	ADAMTS5	21q21.3	AF142099	11096	ENSG00000154736		Q9UNA0
222	ADAMTS6	5q12.3	AF140674	11174	ENSG00000049192	NM_197941	Q9UKP5
223	ADAMTS7	15q25.1	AF140675	11173	ENSG00000136378	NM_014272	Q9UKP4
49407	ADAMTS7P1	15q25.2		390660	ENSG00000274376		
49409	ADAMTS7P3	15q24.3		400406	ENSG00000261143		
49410	ADAMTS7P4	15q25.3		642935	ENSG00000218052		
224	ADAMTS8	11q24.3	AF060153	11095	ENSG00000134917	NM_007037	Q9UP79
13202	ADAMTS9	3p14.1	AF261918	56999	ENSG00000163638		Q9P2N4
40625	ADAMTS9-AS1	3p14.1		101929335	ENSG00000241158	NR_110150	
42435	ADAMTS9-AS2	3p14.1		100507098	ENSG00000241684	NR_038264	
13201	ADAMTS10	19p13.2	AF163762	81794	ENSG00000142303	NM_030957	Q9H324
14605	ADAMTS12	5p13.3-p13.2	AJ250725	81792	ENSG00000151388	NM_030955	P58397
1366	ADAMTS13	9q34.2	AJ011374	11093	ENSG00000160323	NM_139025	Q76LX8
14899	ADAMTS14	10q22.1	AF358666	140766	ENSG00000138316	NM_080722	Q8WXS8
16305	ADAMTS15	11q24.3	AJ315733	170689	ENSG00000166106	NM_139055	Q8TE58
17108	ADAMTS16	5p15.32	AJ315734	170690	ENSG00000145536	NM_139056	Q8TE57
17109	ADAMTS17	15q26.3	AJ315735	170691	ENSG00000140470	NM_139057	Q8TE56
17110	ADAMTS18	16q23.1	AJ311903	170692	ENSG00000140873		Q8TE60
17111	ADAMTS19	5q23.3	AJ311904	171019	ENSG00000145808	NM_133638	Q8TE59
40797	ADAMTS19-AS1	5q23.3	DA728271		ENSG00000249421		
17178	ADAMTS20	12q12	AF488804	80070	ENSG00000173157	NM_025003	P59510
14632	ADAMTSL1	9p22.2-p22.1	AF176313	92949	ENSG00000178031		Q8N6G6
14631	ADAMTSL2	9q34.2	AB011177	9719	ENSG00000197859	NM_014694	Q86TH1
14633	ADAMTSL3	15q25.2	AF237652	57188	ENSG00000156218	NM_207517	P82987
19706	ADAMTSL4	1q21.2	BC027478	54507	ENSG00000143382	NM_019032	Q6UY14
32041	ADAMTSL4-AS1	1q21.2	AK127688		ENSG00000203804		Q5T5F5
27912	ADAMTSL5	19p13.3	BC040620	339366	ENSG00000185761	NM_213604	Q6ZMM2
16486	ADAP1	7p22.3	AJ006422	11033	ENSG00000105963	NM_006869	O75689
16487	ADAP2	17q11.2	AJ238994	55803	ENSG00000184060	NM_018404	Q9NPF8
225	ADAR	1q21.3	BC038227	103	ENSG00000160710	NM_001111	P55265
226	ADARB1	21q22.3	U76420	104	ENSG00000197381	NM_015833	P78563
227	ADARB2	10p15.3	AF034837	105	ENSG00000185736	NM_018702	Q9NS39
23299	ADARB2-AS1	10p15.3		642394	ENSG00000205696	NR_033387	A8MUL3
228	ADAT1	16q23.1	AF125188	23536	ENSG00000065457	NM_012091	Q9BUB4
21172	ADAT2	6q24.2	BC037955	134637	ENSG00000189007	NM_001286259	Q7Z6V5
25151	ADAT3	19p13.3	BC011824	113179	ENSG00000213638	NM_138422	Q96EY9
19038	ADCK1	14q24.3	AK096919	57143	ENSG00000063761	NM_020421	Q86TW2
19039	ADCK2	7q34	AF131745	90956	ENSG00000133597	NM_052853	Q7Z695
21738	ADCK5	8q24.3	BC032402	203054	ENSG00000173137	NM_174922	Q3MIX3
229	ADCP1	6		106			
232	ADCY1	7p12.3	L05500	107	ENSG00000164742	NM_021116	Q08828
233	ADCY2	5p15.31	AB028983	108	ENSG00000078295	NM_020546	Q08462
234	ADCY3	2p23.3	AF033861	109	ENSG00000138031		O60266
235	ADCY4	14q12	AF497516	196883	ENSG00000129467		Q8NFM4
236	ADCY5	3q21.1	U65473	111	ENSG00000173175	NM_183357	O95622
237	ADCY6	12q13.12		112	ENSG00000174233	NM_020983	O43306
238	ADCY7	16q12.1	D25538	113	ENSG00000121281		P51828
239	ADCY8	8q24.22	Z35309	114	ENSG00000155897		P40145
240	ADCY9	16p13.3	AF036927	115	ENSG00000162104		O60503
21285	ADCY10	1q24.2	AF271058	55811	ENSG00000143199	NM_018417	Q96PN6
44143	ADCY10P1	6p21.1		221442	ENSG00000161912	NR_026938	
241	ADCYAP1	18p11.32	S83513	116	ENSG00000141433	NM_001117	P18509
242	ADCYAP1R1	7p14.3		117	ENSG00000078549	NM_001118	P41586
243	ADD1	4p16.3	L07261	118	ENSG00000087274	NM_014189	P35611
244	ADD2	2p13.3	X58199	119	ENSG00000075340	NM_001617	P35612
245	ADD3	10q25.1-q25.2	U37122	120	ENSG00000148700	NM_019903	Q9UEY8
48682	ADD3-AS1	10q25.1		100505933	ENSG00000203876	NR_038943	
247	ADFN	Xq26.3-q27.1		122			
21212	ADGB	6q24.3	AK026774	79747	ENSG00000118492	NM_024694	Q8N7X0
13838	ADGRA1	10q26.3	AB058731	84435	ENSG00000197177		Q86SQ6
49543	ADGRA1-AS1	10q26.3			ENSG00000256925		
17849	ADGRA2	8p11.23	AB040964	25960	ENSG00000020181		Q96PE1
13839	ADGRA3	4p15.2	AK095866	166647	ENSG00000152990		Q8IWK6
943	ADGRB1	8q24.3	AB005297	575	ENSG00000181790	NM_001702	O14514
944	ADGRB2	1p35.2	AB005298	576	ENSG00000121753	NM_001703	O60241
945	ADGRB3	6q12-q13	AB005299	577	ENSG00000135298		O60242
19893	ADGRD1	12q24.33	AY278561	283383	ENSG00000111452	NM_198827	Q6QNK2
53314	ADGRD1-AS1	12q24.33		105755954	ENSG00000256151	NR_131950	
18651	ADGRD2	9q33.3	AY278562	347088	ENSG00000180264	NM_182611	Q7Z7M1
3336	ADGRE1	19p13.3-p13.2	X81479	2015	ENSG00000174837		Q14246
3337	ADGRE2	19p13.12	AF114491	30817	ENSG00000127507		Q9UHX3
23647	ADGRE3	19p13.12	AF239764	84658	ENSG00000131355	NM_032571	Q9BY15
19240	ADGRE4P	19p13.2	AY181245	326342	ENSG00000268758	NR_024075	Q86SQ3
1711	ADGRE5	19p13.12		976	ENSG00000123146	NM_078481	P48960
18990	ADGRF1	6p12.3	AB083618	266977	ENSG00000153292	NM_153840	Q5T601
18991	ADGRF2	6p12.3	AB065684	222611	ENSG00000164393	NM_153839	Q8IZF7
18989	ADGRF3	2p23.3	AB083619	165082	ENSG00000173567	NM_153835	Q8IZF5
19011	ADGRF4	6p12.3	AK095395	221393	ENSG00000153294	NM_153838	Q8IZF3
19030	ADGRF5	6p12.3	AB018301	221395	ENSG00000069122	NM_015234	Q8IZF2
32922	ADGRF5P1	9q13		389740	ENSG00000227582		
32921	ADGRF5P2	9p11.1		441416	ENSG00000204818		
4512	ADGRG1	16q21	AJ011001	9289	ENSG00000205336		Q9Y653
4516	ADGRG2	Xp22.13	X81892	10149	ENSG00000173698		Q8IZP9
13728	ADGRG3	16q21	AY140959	222487	ENSG00000182885	NM_170776	Q86Y34
18992	ADGRG4	Xq26.3	AY140954	139378	ENSG00000156920		Q8IZF6
19010	ADGRG5	16q21	AY140956	221188	ENSG00000159618	NM_153837	Q8IZF4
13841	ADGRG6	6q24.2	AK027843	57211	ENSG00000112414		Q86SQ4
19241	ADGRG7	3q12.2	AK027360	84873	ENSG00000144820		Q96K78
20973	ADGRL1	19p13.12	AB020628	22859	ENSG00000072071	NM_014921	O94910
18582	ADGRL2	1p31.1	AJ131581	23266	ENSG00000117114	NM_012302	O95490
20974	ADGRL3	4q13.1	AB018311	23284	ENSG00000150471		Q9HAR2
50604	ADGRL3-AS1	4q13.1		101927186	ENSG00000248692		
20822	ADGRL4	1p31.1	AF192403	64123	ENSG00000162618	NM_022159	Q9HBW9
17416	ADGRV1	5q14.3	AB014586	84059	ENSG00000164199	NM_032119	Q8WXG9
249	ADH1A	4q23	M12963	124	ENSG00000187758	NM_000667	P07327
250	ADH1B	4q23	AF153821	125	ENSG00000196616	NM_000668	P00325
251	ADH1C	4q23	M12272	126	ENSG00000248144	NM_000669	P00326
252	ADH4	4q23	M15943	127	ENSG00000198099	NM_000670	P08319
253	ADH5	4q23	M29872	128	ENSG00000197894	NM_000671	P11766
22976	ADH5P2	1p31.1		343296	ENSG00000232676		
22991	ADH5P3	1q43		100131810	ENSG00000223694		
21377	ADH5P4	6q12	AL391500	642443	ENSG00000233859	XM_208352	
255	ADH6	4q23	AK092768	130	ENSG00000172955	NM_000672	P28332
256	ADH7	4q23	X76342	131	ENSG00000196344	NM_000673	P40394
16354	ADHFE1	8q13.1	AK056992	137872	ENSG00000147576	NM_144650	Q8IWW8
30576	ADI1	2p25.3		55256	ENSG00000182551	NM_018269	Q9BV57
52339	ADI1P1	20q12		100130936	ENSG00000235102		
52340	ADI1P2	8q22.3		100288971	ENSG00000250684		
52341	ADI1P3	12q13.11		100288129	ENSG00000258369		
28606	ADIG	20q11.23	BC029594	149685	ENSG00000182035	NM_001018082	Q0VDE8
13633	ADIPOQ	3q27.3	D45371	9370	ENSG00000181092	NM_004797	Q15848
40648	ADIPOQ-AS1	3q27.3		100874095	ENSG00000226482	NR_046662	
24040	ADIPOR1	1q32.1		51094	ENSG00000159346	NM_015999	Q96A54
44910	ADIPOR1P1	10p12.31		645220	ENSG00000232497	NG_022165	
44911	ADIPOR1P2	14q32.13		390503	ENSG00000258805	NG_022863	
24041	ADIPOR2	12p13.33	AY424280	79602	ENSG00000006831	NM_024551	Q86V24
24043	ADIRF	10q23.2	BC004471	10974	ENSG00000148671	NM_006829	Q15847
45127	ADIRF-AS1	10q23.2	AK128041	100133190	ENSG00000272734		
257	ADK	10q22.2	U50196	132	ENSG00000156110	NM_006721	P55263
259	ADM	11p15.4	D14874	133	ENSG00000148926	NM_001124	P35318
28898	ADM2	22q13.33	AF529213	79924	ENSG00000128165	NM_024866	Q7Z4H4
27293	ADM5	19q13.33	BC032764	199800	ENSG00000224420	NM_001101340	C9JUS6
15766	ADNP	20q13.13	AF250860	23394	ENSG00000101126	NM_181442	Q9H2P0
51227	ADNP-AS1	20q13.13		101927631	ENSG00000259456	NR_110009	
23803	ADNP2	18q23	AB020670	22850	ENSG00000101544	NM_014913	Q6IQ32
23506	ADO	10q21.3	BC028589	84890	ENSG00000181915	NM_032804	Q96SZ5
262	ADORA1	1q32.1	BC026340	134	ENSG00000163485	NM_000674	P30542
263	ADORA2A	22q11.23	X68486	135	ENSG00000128271	NM_000675	P29274
37122	ADORA2A-AS1	22q11.23	AK091970	646023	ENSG00000178803	NR_028483	P86434
264	ADORA2B	17p12	M97759	136	ENSG00000170425		P29275
265	ADORA2BP1	1q32.2		137	ENSG00000236136	NG_000843	
268	ADORA3	1p13.2	BC029831	140	ENSG00000282608	NM_000677, NM_020683	P0DMS8
25250	ADPGK	15q24.1	AL136873	83440	ENSG00000159322	NM_031284	Q9BRR6
44144	ADPGK-AS1	15q24.1	AK127877	100287559	ENSG00000260898	NR_040107	
269	ADPRH	3q13.33	L13291	141	ENSG00000144843	NM_001125	P54922
21303	ADPRHL1	13q34	AJ313429	113622	ENSG00000153531	NM_138430	Q8NDY3
21304	ADPRHL2	1p34.3	AJ427295	54936	ENSG00000116863	NM_017825	Q9NX46
30925	ADPRM	17p13.1	BC070155	56985	ENSG00000170222	NM_020233	Q3LIE5
277	ADRA1A	8p21.2	L31774	148	ENSG00000120907	NM_033303	P35348
278	ADRA1B	5q33.3	L31773	147	ENSG00000170214		P35368
280	ADRA1D	20p13	U03864	146	ENSG00000171873	NM_000678	P25100
281	ADRA2A	10q25.2	AF284095	150	ENSG00000150594	NM_000681	P08913
282	ADRA2B	2q11.2	M34041	151	ENSG00000274286		P18089
283	ADRA2C	4p16.3	AY455666	152	ENSG00000184160	NM_000683	P18825
285	ADRB1	10q25.3	J03019	153	ENSG00000043591		P08588
286	ADRB2	5q32	AF022953	154	ENSG00000169252	NM_000024	P07550
288	ADRB3	8p11.23	AY487247	155	ENSG00000188778	NM_000025	P13945
15759	ADRM1	20q13.33	D64154	11047	ENSG00000130706		Q16186
291	ADSL	22q13.1	X65867	158	ENSG00000239900	NM_000026	P30566
292	ADSS	1q44	BC012356	159	ENSG00000035687	NM_001126	P30520
20093	ADSSL1	14q32.33	AK095921	122622	ENSG00000185100		Q8N142
21214	ADTRP	6p24.1	AJ420520	84830	ENSG00000111863	NM_032744	Q96IZ2
303	AEBP1	7p13	D86479	165	ENSG00000106624	NM_001129	Q8IUX7
24051	AEBP2	12p12.3		121536	ENSG00000139154	NM_153207	Q6ZN18
25722	AEN	15q26.1	BC020988	64782	ENSG00000181026	NM_022767	Q8WTP8
307	AES	19p13.3	AK094591	166	ENSG00000104964	NM_198969	Q08117
309	AF8T	3					
310	AFA	reserved					
24017	AFAP1	4p16.1	AB209676	60312	ENSG00000196526	NM_021638	Q8N556
28141	AFAP1-AS1	4p16.1	BC004397	84740	ENSG00000272620	NR_026892	
26714	AFAP1L1	5q32	AK094067	134265	ENSG00000157510	NM_152406	Q8TED9
25901	AFAP1L2	10q25.3	BC024314	84632	ENSG00000169129	NM_032550	Q8N4X5
312	AFD1	9q32					
7137	AFDN	6q27	AB011399	4301	ENSG00000130396	NM_005936	P55196
21236	AFDN-DT	6q27		653483	ENSG00000198221	NR_027906	Q9Y6Z5
7135	AFF1	4q21.3-q22.1	L22179	4299	ENSG00000172493	NM_005935	P51825
53447	AFF1-AS1	4q21.3		100506746		NR_038841	
3776	AFF2	Xq28	U48436	2334	ENSG00000155966	NM_002025	P51816
41334	AFF2-IT1	Xq28			ENSG00000223516		
6473	AFF3	2q11.2	U34360	3899	ENSG00000144218	NM_002285	P51826
17869	AFF4	5q31.1	AF197927	27125	ENSG00000072364	NM_014423	Q9UHB7
16411	AFG1L	6q21	AF520418	246269	ENSG00000135537	NM_145315	Q8WV93
314	AFG3L1P	16q24.3	AJ001495	172	ENSG00000223959	NR_003226	
315	AFG3L2	18p11.21	Y18314	10939	ENSG00000141385	NM_006796	Q9Y4W6
24169	AFG3L2P1	8p11.1		347028	ENSG00000253606		
316	AFM	4q13.3	L32140	173	ENSG00000079557		P43652
20910	AFMID	17q25.3	BX648442	125061	ENSG00000183077	NM_001145526	Q63HM1
317	AFP	4q13.3	V01514	174	ENSG00000081051		P02771
25951	AFTPH	2p14	AB073356	54812	ENSG00000119844	NM_017657	Q6ULP2
318	AGA	4q34.3	X55330	175	ENSG00000038002	NM_000027	P20933
16922	AGAP1	2q37.2	AF413078	116987	ENSG00000157985	NM_014914	Q9UPQ3
41427	AGAP1-IT1	2q37.2		100506749	ENSG00000235529		
16921	AGAP2	12q14.1	AF413077	116986	ENSG00000135439	NM_014770	Q99490
48633	AGAP2-AS1	12q14.1	BC039697, BC069024	100130776	ENSG00000255737	NR_027032	
16923	AGAP3	7q36.1	AF413079	116988	ENSG00000133612	NM_031946	Q96P47
23459	AGAP4	10q11.22	AF411132	119016	ENSG00000188234	NM_133446	Q96P64
23467	AGAP5	10q22.2		729092	ENSG00000172650	NM_001144000	A6NIR3
23466	AGAP6	10q11.23		414189	ENSG00000204149	NM_001077665	Q5VW22
23465	AGAP7P	10q11.22		653268	ENSG00000264204	NM_001077685	Q5VUJ5
23463	AGAP9	10q11.22		642517	ENSG00000204172	NM_001190810	Q5VTM2
23659	AGAP10P	10q11.22		653234	ENSG00000230869	NG_005805	
29421	AGAP11	10q23.2		119385	ENSG00000271880	NM_133447	Q8TF27
23661	AGAP12P	10q11.22	BC127745	414224	ENSG00000265018		
23499	AGAP13P	10q11.22	AF411132	728005	ENSG00000243289		
23660	AGAP14P	10q11.22		653259	ENSG00000279058	NG_005806	
26504	AGBL1	15q25.3	AK056872	123624	ENSG00000273540	NM_152336	Q96MI9
48617	AGBL1-AS1	15q25.3		727915	ENSG00000260125		
26296	AGBL2	11p11.2		79841	ENSG00000165923	NM_024783	Q5U5Z8
27981	AGBL3	7q33	BC030651	340351	ENSG00000146856	NM_178563	Q8NEM8
25892	AGBL4	1p33	AK027348	84871	ENSG00000186094	NM_032785	Q5VU57
41482	AGBL4-IT1	1p33			ENSG00000225623		
26147	AGBL5	2p23.3	BC007415	60509	ENSG00000084693	NM_021831	Q8NDL9
41133	AGBL5-AS1	2p23.3			ENSG00000231636		
41484	AGBL5-IT1	2p23.3			ENSG00000229122		
320	AGER	6p21.32	M91211	177	ENSG00000204305	NM_001136	Q15109
5175	AGFG1	2q36.3		3267	ENSG00000173744	NM_004504	P52594
5177	AGFG2	7q22.1	AF015042	3268	ENSG00000106351	NM_006076	O95081
24684	AGGF1	5q13.3	AK001145	55109	ENSG00000164252	NM_018046	Q8N302
38051	AGGF1P1	4q35.2		100132380	ENSG00000214273		
38052	AGGF1P2	10q26.3		644435	ENSG00000233435	NG_005569	
38053	AGGF1P3	3p12.3		391552	ENSG00000241532		
38054	AGGF1P4	16p11.1		100129351	ENSG00000261689		
51741	AGGF1P5	16p11.1		100128103	ENSG00000260680		
51744	AGGF1P6	16p11.1			ENSG00000259836		
51740	AGGF1P7	16p11.1		100132606	ENSG00000260994		
51745	AGGF1P8	16p11.2		100128804	ENSG00000261752		
51746	AGGF1P9	16p11.1		100127958	ENSG00000260427		
51747	AGGF1P10	20q11.1		100288774	ENSG00000282968		
21869	AGK	7q34	BC022777	55750	ENSG00000006530	NM_018238	Q53H12
37661	AGKP1	Yq11.221		359793	ENSG00000226555	NG_002810	
321	AGL	1p21.2	BC078663	178	ENSG00000162688	NM_000028	P35573
18407	AGMAT	1p36.21	AY057097	79814	ENSG00000116771	NM_024758	Q9BSE5
33784	AGMO	7p21.2		392636	ENSG00000187546	NM_001004320	Q6ZNB7
323	AGMX2	Xp22					
3262	AGO1	1p34.3	AF093097	26523	ENSG00000092847		Q9UL18
3263	AGO2	8q24.3	AF121255	27161	ENSG00000123908	NM_012154	Q9UKV8
18421	AGO3	1p34.3	AB046787	192669	ENSG00000126070	NM_024852	Q9H9G7
18424	AGO4	1p34.3	AB046787	192670	ENSG00000134698	NM_017629	Q9HCK5
324	AGPAT1	6p21.32	U56417	10554	ENSG00000204310	NM_006411	Q99943
325	AGPAT2	9q34.3	AF000237	10555	ENSG00000169692	NM_006412	O15120
326	AGPAT3	21q22.3	AF156774	56894	ENSG00000160216	NM_020132	Q9NRZ7
20885	AGPAT4	6q26	AF156776	56895	ENSG00000026652	NM_020133	Q9NRZ5
20988	AGPAT4-IT1	6q26	AK026765	79992	ENSG00000279355	NR_024277	Q9H0P7
20886	AGPAT5	8p23.1	AF375789	55326	ENSG00000155189	NM_018361	Q9NUQ2
37709	AGPAT5P1	Yp11.2		646231	ENSG00000234652		
327	AGPS	2q31.2	Y09443	8540	ENSG00000018510		O00116
328	AGR2	7p21.1	AF038451	10551	ENSG00000106541	NM_006408	O95994
24167	AGR3	7p21.1	AY069977	155465	ENSG00000173467	NM_176813	Q8TD06
329	AGRN	1p36.33	XM_372195	375790	ENSG00000188157	NM_198576	O00468
330	AGRP	16q22.1	U88063	181	ENSG00000159723		O00253
333	AGT	1q42.2	K02215	183	ENSG00000135744	NM_000029	P01019
17258	AGTPBP1	9q21.33	AB028958	23287	ENSG00000135049	NM_015239	Q9UPW5
336	AGTR1	3q24	M87290	185	ENSG00000144891		P30556
338	AGTR2	Xq23	AY324607	186	ENSG00000180772	NM_000686	P50052
13539	AGTRAP	1p36.22	AF165187	57085	ENSG00000177674	NM_020350	Q6RW13
341	AGXT	2q37.3	D13368	189	ENSG00000172482	NM_000030	P21549
14412	AGXT2	5p13.2	AJ292204	64902	ENSG00000113492	NM_031900	Q9BYV1
24618	AHCTF1	1q44		25909	ENSG00000153207	NM_015446	Q8WYP5
24620	AHCTF1P1	2q24.2		285116		NG_002622	
343	AHCY	20q11.22	M61832	191	ENSG00000101444	NM_000687	P23526
344	AHCYL1	1p13.3	U82761	10768	ENSG00000168710		O43865
22204	AHCYL2	7q32.1	AB020635	23382	ENSG00000158467		Q96HN2
44993	AHCYP1	10q11.22		340844		NG_022175	
44994	AHCYP2	9q33.2		392387	ENSG00000238181	NG_021677	
44995	AHCYP3	2q12.1		402093	ENSG00000233955	NG_021515	
44996	AHCYP4	2q22.1		129560	ENSG00000232992	NG_021526	
44997	AHCYP5	2q32.3		391470	ENSG00000213107	NG_021544	
44998	AHCYP6	11q14.1		100419714		NG_024541	
44999	AHCYP7	15q21.2		645486	ENSG00000259465	NG_022129	
45000	AHCYP8	1q44			ENSG00000242529		
25230	AHDC1	1p36.11-p35.3	AK125431	27245	ENSG00000126705		Q5TGY3
21575	AHI1	6q23.3	AJ459824	54806	ENSG00000135541	NM_017651	Q8N157
347	AHNAK	11q12.3	M80899	79026	ENSG00000124942	NM_024060	Q09666
20125	AHNAK2	14q32.33	AB095939	113146	ENSG00000185567	NM_138420	Q8IVF2
348	AHR	7p21.1	L19872	196	ENSG00000106546	NM_001621	P35869
346	AHRR	5p15.33	AB033060	57491	ENSG00000063438	NM_020731	A9YTQ3
1189	AHSA1	14q24.3	AJ243310	10598	ENSG00000100591	NM_012111	O95433
20437	AHSA2P	2p15	AK092817	130872	ENSG00000173209		Q719I0
349	AHSG	3q27.3	D67013, M16961	197	ENSG00000145192	NM_001622	P02765
18075	AHSP	16p11.2	AF208865	51327	ENSG00000169877	NM_016633	Q9NZD4
350	AIC	Xp22		192			
13203	AICDA	12p13.31	AB040430	57379	ENSG00000111732	NM_020661	Q9GZX7
25761	AIDA	1q41	BC043142	64853	ENSG00000186063	NM_022831	Q96BJ3
352	AIF1	6p21.33	U19713	199	ENSG00000204472		P55008
28904	AIF1L	9q34.12-q34.13	AL136566	83543	ENSG00000126878	NM_031426	Q9BQI0
8768	AIFM1	Xq26.1	AF100928	9131	ENSG00000156709		O95831
44884	AIFM1P1	10p12.31		645120	ENSG00000225509	NG_021350	
21411	AIFM2	10q22.1	AK027403	84883	ENSG00000042286	NM_032797	Q9BRQ8
26398	AIFM3	22q11.21	AK094844	150209	ENSG00000183773	NM_144704	Q96NN9
21607	AIG1	6q24.2	AF153605	51390	ENSG00000146416	NM_016108	Q9NVV5
43926	AIG1P1	5p13.1			ENSG00000249089		
355	AIH3	Xq22-q28					
357	AIM2	1q23.1-q23.2	AF024714	9447	ENSG00000163568	NM_004833	O14862
10648	AIMP1	4q24	U10117	9255	ENSG00000164022	NM_004757	Q12904
16543	AIMP1P1	20p12.1	AL136992	170547	ENSG00000234187		
43693	AIMP1P2	1q24.3		100873064	ENSG00000227177	NG_032149	
20609	AIMP2	7p22.1	U24169	7965	ENSG00000106305	NM_006303	Q13155
358	AIP	11q13.2	U31913	9049	ENSG00000110711		O00170
359	AIPL1	17p13.2	AF148864	23746	ENSG00000129221	NM_014336	Q9NZN9
360	AIRE	21q22.3	AB006684	326	ENSG00000160224		O43918
34515	AIRN	6q25.3		100271873	ENSG00000268257		
16304	AIS1	1p33-p31					
23054	AIS2	7q11.22		378426			
23083	AIS3	8		378427			
30801	AJAP1	1p36.32	AF175409	55966	ENSG00000196581	NM_018836	Q9UKB5
37284	AJM1	9q34.3		389813	ENSG00000232434	NM_001080482	C9J069
20250	AJUBA	14q11.2	AK025567	84962	ENSG00000129474		Q96IF1
361	AK1	9q34.11	J04809	203	ENSG00000106992		P00568
362	AK2	1p35.1	U84371	204	ENSG00000004455	NM_001625	P54819
24037	AK2P1	1p32.1	AF056332	266920		NG_002393	
33542	AK2P2	2p22.3		339736	ENSG00000242272	NG_009660	
17376	AK3	9p24.1	BC013771	50808	ENSG00000147853	NM_016282	Q9UIJ7
31099	AK3P2	8q24.3		100419074	ENSG00000250115		
39062	AK3P3	7p15.3		100419075	ENSG00000230042	NG_026542	
39063	AK3P4	5q22.3		100129959	ENSG00000248722		
39064	AK3P5	10p11.22		100288319	ENSG00000228816		
39065	AK3P6	12q24.33		100873789		NG_032224	
363	AK4	1p31.3	AK025926	205	ENSG00000162433	NM_013410	P27144
364	AK4P1	17q11.2	X60674	206	ENSG00000263535	NG_001070	
39066	AK4P2	5q11.2		100132104	ENSG00000249410		
21596	AK4P3	12p11.21		645619	ENSG00000233381	NG_007564	
39067	AK4P4	9p24.1		100128705	ENSG00000223621	NG_021605	
39068	AK4P5	6q14.1		100526416	ENSG00000217377	NG_027847	
39069	AK4P6	4q31.3		649288	ENSG00000235606	NG_022085	
365	AK5	1p31.1	AF062595	26289	ENSG00000154027	NM_174858	Q9Y6K8
49151	AK6	5q13.2		102157402	ENSG00000085231	NM_016283	Q9Y3D8
51678	AK6P1	12p11.1		100132086	ENSG00000256614		
51679	AK6P2	12q12		100128817	ENSG00000257173		
20091	AK7	14q32.2	AK057426	122481	ENSG00000140057		Q96M32
26526	AK8	9q34.13	AK093446	158067	ENSG00000165695	NM_152572	Q96MA6
33814	AK9	6q21	AK131244, BC146443, BC087860	221264	ENSG00000155085	NM_001145128	Q5TCS8
28285	AKAIN1	18p11.31		642597	ENSG00000231824	NM_001145194	P0CW23
367	AKAP1	17q22	X97335	8165	ENSG00000121057		Q92667
372	AKAP2	9q31.3	AB023137	11217	ENSG00000241978	NM_001004065	Q9Y2D5
373	AKAP3	12p13.32	U85715	10566	ENSG00000111254	NM_006422	O75969
374	AKAP4	Xp11.22	AF072756	8852	ENSG00000147081	NM_003886	Q5JQC9
375	AKAP5	14q23.3	M90359	9495	ENSG00000179841		P24588
376	AKAP6	14q12	AB002309	9472	ENSG00000151320	NM_004274	Q13023
