drug_name,BT084
BCL2L2,0.1375
PFN2,0.1371
BRD-A41630653,0.1369
ADAM17,0.1368
MLST8,0.1368
NR4A2,0.1368
DFFB,0.1366
FOXA2,0.1362
CDCA7L,0.1358
PHTPP,0.1358
HOXC10,0.1358
DMSO,0.1356
BTBD3,0.135
FOS,0.1348
DPN,0.13470000000000001
NEU1,0.1341
EGLN3,0.1335
CREB3L4,0.1317
SLC30A2,0.1309
SV2A,0.1307
pravastatin,0.1303
SOX10,0.13
ZNF488,0.12990000000000002
TSLP,0.12990000000000002
RK-682,0.12960000000000002
RGS3,0.1294
BCAR1,0.1291
indapamide,0.129
SENP5,0.12890000000000001
SR-142948,0.12890000000000001
GNG5,0.12869999999999998
TYRO3,0.12869999999999998
UQCR11,0.1286
ANXA2,0.1283
cilastatin,0.1281
PDGFRB,0.128
ARPC1A,0.128
NFKBIA,0.1276
tramadol,0.12710000000000002
semaxanib,0.12710000000000002
GCDH,0.1267
SDHC,0.1263
JUN,0.126
dimercaptosuccinic-acid,0.1257
BHMT2,0.1255
CSNK2A2,0.12539999999999998
RASSF1,0.12539999999999998
CDCA4,0.1252
norcyclobenzaprine,0.125
SRPRB,0.12480000000000001
PTGS2,0.1246
Trace amine receptors LOF,0.1245
MAT2B,0.1245
HSD17B4,0.1244
dinoprostone,0.124
DDX5,0.12380000000000001
temsirolimus,0.12359999999999999
exemestane,0.1235
TPMT,0.1233
CHRAC1,0.1225
ZNF554,0.1222
PPP1CA,0.1219
EMR1,0.12179999999999999
ZBTB49,0.12179999999999999
itraconazole,0.1215
phenacetin,0.1211
lofepramine,0.1201
Wnt family GOF,0.1195
ZIM3,0.11939999999999999
HSPD1,0.1192
PSAP,0.11900000000000001
clozapine,0.1186
evoxine,0.1185
ODQ,0.1185
PARG,0.11810000000000001
parecoxib,0.11800000000000001
F11,0.11789999999999999
cilostazol,0.1174
RARA,0.1174
eudesmic-acid,0.11699999999999999
IL4,0.11689999999999999
bromocriptine,0.11689999999999999
RPS6,0.1168
ezetimibe,0.11630000000000001
EXOSC8,0.1161
proguanil,0.1161
practolol,0.1159
AFF4,0.11539999999999999
IMPA2,0.1153
EZH1,0.1143
ASF1B,0.1142
PPP3CB,0.1139
proadifen,0.1137
IRAK4,0.11349999999999999
anabasine,0.11349999999999999
PCDHA10,0.1134
ASNA1,0.11320000000000001
Non Homologous End Joining LOF,0.1131
GNAI1,0.1124
PIK3CG,0.1117
DUSP22,0.1115
ARPC4,0.1114
moexipril,0.1114
diethyltoluamide,0.11130000000000001
ZNF136,0.1112
MMP2,0.1109
GR-135531,0.1109
apoptosis-activator-II,0.1101
USP22,0.1099
SDZ-205-557,0.10949999999999999
AKT3,0.1092
HES1,0.1091
PNLDC1,0.10890000000000001
osthol,0.10890000000000001
HBE1,0.1085
DNA polymerase inhibitor,0.1081
THRAP3,0.10800000000000001
CDC42,0.1079
ambelline,0.1079
mead-acid,0.1076
AK3,0.10679999999999999
SMARCC2,0.10619999999999999
apigenin,0.1061
PDIA5,0.1059
ZNF74,0.1056
PAK2,0.10529999999999999
PRKAB1,0.1051
GK,0.1051
SNAPC1,0.1042
ABHD4,0.1042
PJA2,0.1039
PIPOX,0.1038
benzo(a)pyrene,0.10310000000000001
PSMD9,0.1026
PLD1,0.10220000000000001
SUCLA2,0.102
cardiogenol-c,0.1014
GW-6471,0.1012
estradiol-cypionate,0.1008
RO-3306,0.1003
AG-490,0.1001
EPC1,0.09949999999999999
NDUFB3,0.09939999999999999
ATP6V0C,0.0992
MBD6,0.09910000000000001
HMGCR inhibitor,0.0986
GPI,0.09820000000000001
naltrindole,0.09820000000000001
DNTTIP2,0.0981
TINF2,0.09789999999999999
JAK1,0.0973
YES1,0.0971
ALDOA,0.0967
norethindrone,0.0967
SNX11,0.0966
protriptyline,0.0965
USP6NL,0.096
GNB5,0.0956
AKAP9,0.09480000000000001
MAPK13,0.0942
COX6B2,0.0942
CP-724714,0.09359999999999999
ZNF217,0.0935
POLE3,0.0934
PLCB1,0.0931
eriochrome-black-t,0.0925
SR-27897,0.0915
methandriol,0.0913
austricine,0.09119999999999999
RPTOR,0.091
MCM5,0.091
PYGL,0.0909
dicycloverine,0.0904
NDUFA6,0.09
LPAR5,0.09
VARS,0.0895
IL13RA2,0.0882
LSS,0.08810000000000001
TNFRSF14,0.08789999999999999
pterostilbene,0.0858
CBFB,0.08560000000000001
EPO,0.08560000000000001
COPS2,0.08560000000000001
YKT6,0.0851
MNAT1,0.08439999999999999
NRIP1,0.08410000000000001
FERMT1,0.08410000000000001
ozagrel,0.084
TAL2,0.08380000000000001
SLC2A2,0.083
quinine,0.0828
DYNLL2,0.0825
orlistat,0.0824
SRY LOF,0.0823
DLD,0.0815
ILF2,0.0815
SPTAN1,0.08130000000000001
hyoscyamine,0.0808
PCGF5,0.0806
TNFRSF11A,0.0805
FOXP4,0.08039999999999999
ZNF707,0.0801
NKIRAS2,0.0791
DERL1,0.0781
mebeverine,0.0774
SENP2,0.0774
HEXIM1,0.0771
AK1,0.07690000000000001
"methyl-2,5-dihydroxycinnamate",0.0767
GW-4064,0.0759
CFLAR,0.0758
SQ-29548,0.075
TYRO3,0.07490000000000001
RNF167,0.07490000000000001
PD-184352,0.0742
EFNB3,0.0732
PRKAG2,0.073
RO-15-4513,0.0724
EMD-66684,0.0713
SLC39A6,0.0713
OTX2,0.0707
TSTA3,0.0705
testosterone,0.0701
RHOA,0.0696
APOM,0.0693
LMNB2,0.0691
EXOC2,0.069
paxilline,0.0678
STAT5A,0.0676
fluphenazine,0.0676
desoximetasone,0.0672
ilomastat,0.0669
WNT9A,0.066
SGK1,0.0643
laudanosine,0.064
mephenytoin,0.0638
ZSCAN1,0.0636
ZNF786,0.0625
PSMD10,0.0621
PDK2,0.0621
SULT2B1,0.0613
mefloquine,0.0604
PDLIM1,0.0599
MEN1,0.0599
Na-K-Cl transporter inhibitor,0.059800000000000006
GGT1,0.0587
ZNF490,0.058600000000000006
decitabine,0.0546
ZNF791,0.053399999999999996
SPA17,0.053099999999999994
Lipocalins GOF,0.053
NMNAT2,0.052300000000000006
AMPD2,0.052300000000000006
progesterone,0.051
doconexent,0.051
SFN,0.0509
taxifolin,0.0489
pregnenolone,0.04769999999999999
ZNF202,0.047400000000000005
SULT1A1,0.0471
flavoxate,0.047
Tricyclic antidepressant,0.04650000000000001
brimonidine,0.0458
ERBB3,0.0455
PECR,0.0454
ceramide,0.0431
PDGFR/KIT inhibitor,0.042199999999999994
MAPK9,0.0407
l-stepholidine,0.0387
ERCC5,0.0387
EXO1,0.0363
nalbuphine,0.035699999999999996
etazolate,0.035
ZNF555,0.0347
triprolidine,0.032799999999999996
ipratropium,0.032400000000000005
MBNL2,0.0308
KIAA1279,0.0278
alprenolol,0.0278
PSMF1,0.0231
GTP-14564,0.0168
GSK3A,-0.0032
G2 M Checkpoint LOF,-0.0179
PIK3R1,-0.0232
indirubin,-0.0232
ANXA1,-0.0241
PI4KAP2,-0.0254
MTF2,-0.030600000000000002
ESR1,-0.0316
CAMK2D,-0.0347
CHEK2,-0.036000000000000004
saclofen,-0.0374
SLC25A12,-0.037599999999999995
tribenoside,-0.0384
prostaglandin-b2,-0.0391
clioquinol,-0.0401
estradiol,-0.0405
CD59,-0.0414
benzonatate,-0.0416
primaquine,-0.0416
voriconazole,-0.042
palbociclib,-0.0446
HSPA14,-0.0461
cefdinir,-0.04650000000000001
piperine,-0.046900000000000004
TSEN2,-0.04769999999999999
ZNF671,-0.048
MCM3,-0.0481
APRT,-0.0482
MAPK14,-0.0489
ACLY,-0.049100000000000005
Retinoid receptor agonist,-0.049400000000000006
EPHA6,-0.049699999999999994
Dopamine receptor antagonist,-0.0506
PRE-084,-0.0518
FDFT1,-0.0521
SDZ-WAG-994,-0.0527
CDK10,-0.053200000000000004
procarbazine,-0.0536
BRD-K73709114,-0.0537
CHEK1,-0.055
cortisone,-0.0554
RBMS1,-0.055999999999999994
RNF138,-0.0562
CREB3L4,-0.056600000000000004
IL15,-0.056799999999999996
BLCAP,-0.0579
Nucleoside reverse transcriptase inhibitor,-0.0596
DIDO1,-0.06
rifabutin,-0.0603
corynanthine,-0.0604
BRD-K20168484,-0.0613
BRD-K37940862,-0.061399999999999996
norethisterone,-0.06280000000000001
GALNS,-0.0629
ZNF543,-0.0643
AKR1B1,-0.06559999999999999
VEGFB,-0.0662
DDAH2,-0.0666
HOXL subclass homeoboxes LOF,-0.0666
TANK,-0.0669
Heat shock 70kDa proteins LOF,-0.067
NDUFB2,-0.067
PHF5A,-0.0672
CCL2,-0.0677
ditolylguanidine,-0.0677
CDC123,-0.068
CCNG1,-0.0683
BRD-K11757396,-0.06849999999999999
oxantel,-0.0688
BRD-K34437622,-0.0689
CLK3,-0.069
LEF1,-0.0705
FTL,-0.0711
GNE,-0.0712
WARS2,-0.0727
BJM-CSC-19,-0.0739
Estrogen receptor agonist,-0.0741
RET,-0.0742
EDNRB,-0.07490000000000001
ZNF195,-0.0759
RPS6KB1,-0.0764
USP1,-0.0764
TCB2,-0.0764
dihydrodeoxygedunin,-0.0766
TNIP1,-0.0767
ATP6AP1,-0.07719999999999999
L-693403,-0.0775
MSH5,-0.07780000000000001
BRD-K16604360,-0.0782
pifithrin-alpha,-0.0787
erismodegib,-0.0788
ZNF213,-0.079
MXD3,-0.0791
SDHA,-0.0793
metergoline,-0.08039999999999999
eplerenone,-0.0817
naloxone,-0.08220000000000001
azelastine,-0.0824
quercetagetin,-0.0825
IGF1R,-0.0832
IL8,-0.0843
NEDD4,-0.08460000000000001
triflupromazine,-0.0849
relcovaptan,-0.0855
DCEBIO,-0.0863
LCK,-0.0864
DOK4,-0.0864
Potassium channel blocker,-0.0866
hexamethylenebisacetamide,-0.0867
Potassium channel activator,-0.08779999999999999
BW-B70C,-0.0886
DLAT,-0.0886
ORMDL3,-0.0886
YS-035,-0.0889
ABAT,-0.08900000000000001
BAY-59-3074,-0.0892
ATP1A3,-0.0894
formoterol,-0.0895
CCNH,-0.0901
CCMQ,-0.0902
EXOC6,-0.09029999999999999
G3BP1,-0.09029999999999999
PDHA1,-0.09050000000000001
GW-1929,-0.0906
z-prolyl-prolinal,-0.0913
lobaric-acid,-0.09269999999999999
DUSP6,-0.0931
CBLB,-0.0931
SLC25A6,-0.09380000000000001
KAT5,-0.094
SNW1,-0.094
GATAD1,-0.0941
AR-C133057XX,-0.0944
TSSC4,-0.09449999999999999
SLC25A4,-0.09449999999999999
IRS1,-0.09480000000000001
cefixime,-0.0953
TLR9,-0.0956
denbufylline,-0.0966
NNC-711,-0.0967
IL4 Pathway LOF,-0.0968
IDH3G,-0.0968
HOXC10,-0.09789999999999999
RGS18,-0.098
NMT1,-0.09820000000000001
GPR176,-0.0992
dosulepin,-0.09939999999999999
FTase-inhibitor-B581,-0.0998
ASAH1,-0.0998
ABL1,-0.10039999999999999
ATF2,-0.10039999999999999
ICI-204448,-0.1005
TF,-0.10060000000000001
UROD,-0.1008
FLT4,-0.1015
amodiaquine,-0.1017
brompheniramine,-0.10210000000000001
EFNB2,-0.10220000000000001
fananserin,-0.10220000000000001
ZNF558,-0.1023
BRD-A83255679,-0.1024
NFAT5,-0.1025
BTK,-0.10300000000000001
ANO1,-0.1032
FOXD4L3,-0.10339999999999999
FBXO7,-0.1035
amiodarone,-0.1036
HLA-DQB1,-0.10369999999999999
INSR,-0.1045
PGK1,-0.10460000000000001
YM-976,-0.10460000000000001
SB-203580,-0.1058
SREBF1,-0.10679999999999999
KAT5,-0.1081
PLD1,-0.1085
RPS3A,-0.10859999999999999
cirazoline,-0.10859999999999999
GR-46611,-0.10869999999999999
NDUFA5,-0.109
loperamide,-0.1092
RBP4,-0.1093
KNDC1,-0.1097
YARS,-0.10980000000000001
mesoridazine,-0.1099
EGR3,-0.11
dopamine,-0.1101
E-4031,-0.1103
iso-olomoucine,-0.111
DNMT3A,-0.1119
LYPLA1,-0.11199999999999999
ERCC3,-0.11199999999999999
PDE4D,-0.11220000000000001
penitrem-a,-0.1124
STK38L,-0.1127
paroxetine,-0.1131
megestrol,-0.1133
aminolevulinic-acid,-0.1133
SSBP2,-0.11410000000000001
DUP-697,-0.1144
BAY-11-7821,-0.1148
GRB2,-0.115
TAAR8,-0.115
LSM6,-0.11560000000000001
CHMP4A,-0.1157
RGS18,-0.1164
CDK1,-0.1165
IL12A,-0.1166
RAC1,-0.1167
SERPINB2,-0.1167
FZD4,-0.1167
HLA-DQA1,-0.1168
lobeline,-0.1168
ZIM3,-0.11689999999999999
ERF,-0.11689999999999999
Bacterial cell wall synthesis inhibitor,-0.11699999999999999
DAXX,-0.11710000000000001
phenolphthalein,-0.1173
CHKA,-0.11779999999999999
nateglinide,-0.11810000000000001
HSPB8,-0.1182
ZNF418,-0.1184
prednisolone,-0.1184
desoximetasone,-0.1186
AHCY,-0.11869999999999999
FIS1,-0.11960000000000001
MOK,-0.1204
CD44,-0.12050000000000001
O-1918,-0.1208
CNQX,-0.1208
RU-28318,-0.122
aristolochic-acid,-0.1225
quinidine,-0.12269999999999999
CDC42SE1,-0.12279999999999999
anandamide,-0.1231
mifepristone,-0.1232
ATG4D,-0.1232
PKD1,-0.12359999999999999
AIRE,-0.124
CKB,-0.1244
SMOX,-0.1246
terconazole,-0.1246
OPA1,-0.12480000000000001
LY-165163,-0.1249
NXF1,-0.125
dehydrocholic-acid,-0.1251
RPS7,-0.1257
olmesartan,-0.1258
OPA1,-0.126
RPS15A,-0.1261
PRKACB,-0.12619999999999998
CCNG2,-0.12619999999999998
ASAP2,-0.1263
MEOX2,-0.1264
GMPS,-0.1264
HHEX,-0.1266
PNPO,-0.1266
TGFBR2,-0.1272
HPD,-0.1274
PTGFR,-0.1278
GNB5,-0.1278
ZEB1,-0.1278
epicatechin,-0.128
PRKCB,-0.1281
A2M,-0.1282
o-3M3FBS,-0.1282
GGCX,-0.12869999999999998
HDAC6,-0.12890000000000001
MGMT,-0.1293
RPA3,-0.12960000000000002
RB1,-0.12990000000000002
CASP2,-0.12990000000000002
RNF125,-0.13
GNB2,-0.1304
AXL,-0.1306
USP14,-0.1306
BRPF1,-0.1309
PTMS,-0.1311
FIGF,-0.13119999999999998
fludarabine,-0.1313
OXER1,-0.1315
C1S,-0.1317
C5ORF62,-0.1319
KRAS,-0.132
GLUL,-0.132
YWHAQ,-0.1324
APEX1,-0.1324
ZNF273,-0.1334
oxotremorine,-0.1348
NPC1,-0.1354
NNMT,-0.1355
PRKRA,-0.1356
ELOVL6,-0.1358
GNAI2,-0.136
SYNGR3,-0.1363
ACADS,-0.1364
MW-STK33-3B,-0.1364
dibutyrylcyclic-gmp,-0.1365
AHCY,-0.1366
HMGN3,-0.1368
ARRB1,-0.1369
FAM104A,-0.1369
IL2,-0.13720000000000002
PPM1B,-0.1379
TFG,-0.138
HLA-DRB5,-0.138
dihydroergocristine,-0.13949999999999999
MAP2K5,-0.1398
NDUFS2,-0.1399
zoxazolamine,-0.14
GIT1,-0.14
NPSR1,-0.14
CYP3A5,-0.1402
DMP-543,-0.14029999999999998
ZNF543,-0.14029999999999998
triamcinolone,-0.1407
ANPEP,-0.1411
PPAP2B,-0.1416
cinanserin,-0.1418
erbstatin-analog,-0.142
MRPS16,-0.1422
TEAD4,-0.1424
quipazine,-0.1424
S100B,-0.1427
tamibarotene,-0.1429
kynuramine,-0.14300000000000002
VN1R2,-0.1432
ITCH,-0.1433
ketotifen,-0.1435
ZNF385B,-0.1441
BATF,-0.1447
SMAD4,-0.1447
MCCC2,-0.1447
mirtazapine,-0.1449
HIST1H2BD,-0.145
acarbose,-0.1451
TRPM2,-0.14529999999999998
pazopanib,-0.14550000000000002
PMF1-BGLAP,-0.1456
CIRBP,-0.1458
GBR-12935,-0.1458
chlorphenamine,-0.1462
GPR152,-0.1464
PANK4,-0.1469
MTRR,-0.14730000000000001
ZNF317,-0.1474
GTF2E2,-0.1475
tinidazole,-0.1476
iodophenpropit,-0.1483
GPR111,-0.1489
BCAT2,-0.1491
PDLIM4,-0.1492
PSMB2,-0.1492
KCNJ11,-0.1496
HYAL2,-0.14980000000000002
SMAD3,-0.1499
MSH5,-0.1501
Progesterone receptor antagonist,-0.1501
tyrphostin-AG-556,-0.1503
chlordiazepoxide,-0.1506
lisuride,-0.1509
ERH,-0.1509
trimetozine,-0.15109999999999998
BIK,-0.15109999999999998
NOSIP,-0.15130000000000002
SEPX1,-0.1516
vitexin,-0.1517
SLC22A5,-0.1521
ETNK1,-0.1523
trimidox,-0.1525
ethinylestradiol,-0.1537
C19ORF10,-0.1539
TGM2,-0.1539
ZNF434,-0.154
BATF3,-0.1542
PTK2,-0.15439999999999998
sirolimus,-0.1545
saquinavir,-0.1545
VTI1A,-0.1545
tyrphostin-47,-0.15460000000000002
MSH2,-0.1547
PROCR,-0.1547
ACAT2,-0.155
ALDOC,-0.15560000000000002
GATA Zinc finger domain containing LOF,-0.1557
CS,-0.1559
alpha-linolenic-acid,-0.1561
SSBP4,-0.1561
ZNF22,-0.1564
PF-3845,-0.1566
CHMP2A,-0.1566
tolterodine,-0.1567
troxipide,-0.157
PHF2,-0.15710000000000002
PHKG2,-0.1572
WEE1,-0.1575
RET,-0.1575
DTNA,-0.1575
MECOM,-0.1576
PTGS2,-0.1577
CSNK1G3,-0.1577
ARPC1B,-0.15810000000000002
FBXO5,-0.1583
EPAS1,-0.1585
azacyclonol,-0.15869999999999998
PIK3CB,-0.1592
IGF1,-0.1592
thiethylperazine,-0.1598
YAP1,-0.15990000000000001
GPR139,-0.16
ALX1,-0.16010000000000002
clarithromycin,-0.1605
AXIN2,-0.1607
CSAD,-0.16140000000000002
POLR2H,-0.16140000000000002
RAMP1,-0.16149999999999998
ADAT1,-0.16149999999999998
PPP3CA,-0.16149999999999998
HSPG2,-0.16190000000000002
General transcription factors group 2 LOF,-0.16219999999999998
HOXA1,-0.1625
GPX7,-0.1634
NF2,-0.1634
SCH-442416,-0.1635
gabexate,-0.1635
SIRT2,-0.1636
AZD-8055,-0.1638
TRPM5,-0.1642
fluvoxamine,-0.16449999999999998
naloxone,-0.1653
PRKAR1A,-0.1653
L-732138,-0.1654
EXOSC4,-0.16579999999999998
PSMA1,-0.1659
FASLG,-0.166
dextromethorphan,-0.166
sotalol,-0.16620000000000001
phenanthridone,-0.1663
sirolimus,-0.1664
rimcazole,-0.1668
ALX-5407,-0.16690000000000002
PSMB2,-0.1677
OR5W2,-0.168
FDFT1,-0.168
SREBF2,-0.168
paroxetine,-0.1681
MAPKAPK3,-0.1681
ACD,-0.1685
PRKAR1A,-0.1685
biotin,-0.1686
AK2,-0.16870000000000002
UBC,-0.16879999999999998
UBE3C,-0.16879999999999998
FLT3 inhibitor,-0.1689
CDK16,-0.16899999999999998
GPR146,-0.1691
tolazamide,-0.1691
HMGN4,-0.16920000000000002
thiocolchicoside,-0.16949999999999998
NADH ubiquinone oxidoreductase core subunits GOF,-0.16949999999999998
U-0126,-0.1699
TRAFD1,-0.1705
NKX2-3,-0.171
RAB23,-0.171
NOLC1,-0.17129999999999998
kawain,-0.17129999999999998
periplocymarin,-0.17149999999999999
KRT8,-0.17149999999999999
skimmianine,-0.1716
methylergometrine,-0.1721
GTF2H3,-0.1722
RG-13022,-0.1723
DCPS,-0.1725
S100A6,-0.1725
PTP4A1,-0.1726
F7,-0.1728
USP32,-0.17309999999999998
fluprostenol,-0.1732
STK25,-0.1734
quinisocaine,-0.17370000000000002
EIF5A,-0.1739
RHOA,-0.1746
RGS19,-0.175
UBE4A,-0.1751
ATF4,-0.1752
TKT,-0.1754
ARGLU1,-0.17550000000000002
PSMG1,-0.1759
NASP,-0.1761
SNAI2,-0.17629999999999998
FOXA3,-0.17629999999999998
FKBP3,-0.1764
quizartinib,-0.1765
MYD88,-0.1765
PEX13,-0.17679999999999998
CCNA1,-0.1771
TUBB6,-0.1772
AKT1,-0.1772
pirlindole,-0.1773
ITGA1,-0.1775
YAF2,-0.1775
MMP2,-0.1776
HYOU1,-0.1776
MDL-72832,-0.17809999999999998
LY-344864,-0.17809999999999998
RWJ-21757,-0.1782
RPS3,-0.1783
CNOT8,-0.1788
LGR6,-0.1789
VAMP3,-0.17920000000000003
P2RX4,-0.1795
HSPA5,-0.1796
PARL,-0.17989999999999998
LPXN,-0.17989999999999998
AKTIP,-0.18
doxazosin,-0.1804
BU-224,-0.1805
HLA-DPB1,-0.1807
eugenol,-0.1807
forskolin,-0.1808
STK3,-0.1808
OVCA2,-0.1809
DACH2,-0.1818
siguazodan,-0.1821
CDC,-0.18239999999999998
G6PC,-0.1825
TOMM40,-0.1826
SB-202190,-0.1827
TFDP2,-0.18309999999999998
CPE,-0.1833
INPP5D,-0.1833
tangeritin,-0.1834
BCL2L2,-0.1838
TFMPP,-0.1839
hexamethyleneamiloride,-0.1843
HMGB4,-0.1844
ALDH3A2,-0.1845
SWAP70,-0.18460000000000001
P38 MAPK inhibitor,-0.185
PPARGC1B,-0.18539999999999998
PHF11,-0.18539999999999998
ATP6V1F,-0.1855
L-733060,-0.1855
ZNF219,-0.1861
POLR2D,-0.1861
GTF2E2,-0.1864
Ribosomal 40s Subunit LOF,-0.1865
CD46,-0.18710000000000002
GCLC,-0.1873
tiagabine,-0.1875
BRD-K48969316,-0.18760000000000002
BRD-K14844937,-0.18780000000000002
ephedrine,-0.1886
PNU-22394,-0.1891
SOAT2,-0.1894
COX7B,-0.1895
biochanin-a,-0.18960000000000002
peucedanin,-0.18969999999999998
FTH1,-0.18969999999999998
GPR153,-0.18969999999999998
DGKD,-0.18989999999999999
TAGAP,-0.1909
trapidil,-0.1913
UBP-302,-0.1916
Calcium channel blocker,-0.1918
SEW-2871,-0.192
CCND2,-0.19210000000000002
L-689560,-0.19269999999999998
GTPBP8,-0.1928
calpeptin,-0.1929
GR-79236,-0.1929
diclofenamide,-0.193
NME9,-0.1931
RPS6KA3,-0.19390000000000002
CREB3L2,-0.19390000000000002
ramipril,-0.19399999999999998
ZNF621,-0.19399999999999998
thioperamide,-0.1942
vinblastine,-0.1943
DNA Replication LOF,-0.19440000000000002
ceforanide,-0.19440000000000002
CGS-20625,-0.19440000000000002
SU-4312,-0.1945
SLC25A32,-0.19469999999999998
Bile acid,-0.1948
thiorphan,-0.1953
LPAR1,-0.1956
TRAFD1,-0.1956
MAP3K14,-0.1956
trimebutine,-0.1961
LPAR3,-0.1963
XPC,-0.1963
SLC7A1,-0.19690000000000002
AMIGO3,-0.19699999999999998
ARG2,-0.1972
ERH,-0.1979
NT5C2,-0.1986
dicyclohexylurea,-0.1986
ZAK,-0.1986
PDK1,-0.19899999999999998
GBR-12783,-0.1991
PTK2,-0.19940000000000002
NDUFV2,-0.1996
DAPK3,-0.1996
EIF2AK3,-0.2002
epirizole,-0.2007
ENDOG,-0.20079999999999998
VDR,-0.2009
NIT1,-0.201
L-152804,-0.201
ZNF238,-0.20129999999999998
GRB7,-0.20129999999999998
PGM1,-0.20149999999999998
MERTK,-0.2016
abiraterone,-0.2018
GDI1,-0.20199999999999999
HOXA1,-0.2023
ZNF524,-0.2028
GAA,-0.2029
CXADR,-0.203
SIRT6,-0.2032
vincamine,-0.20350000000000001
latanoprost,-0.2036
LARS,-0.20370000000000002
DIABLO,-0.2046
HSP90AA1,-0.20489999999999997
ZFAND6,-0.20550000000000002
BRD-K45031696,-0.20550000000000002
FGFR2,-0.20600000000000002
MNAT1,-0.20620000000000002
ZD-2079,-0.20629999999999998
SNCA,-0.20629999999999998
NDUFAF4,-0.2065
COG4,-0.2065
GRHL3,-0.20679999999999998
TPI1,-0.2069
RASSF1,-0.207
KIT,-0.207
GADD45B,-0.2071
C3,-0.2073
MCM5,-0.2073
pramipexole,-0.2078
ARFIP2,-0.2079
ACVR1,-0.2079
BRD-K66896231,-0.2079
LMO4,-0.20800000000000002
FAAH,-0.20809999999999998
DHCR24,-0.20809999999999998
rhamnetin,-0.20850000000000002
PRCP,-0.2087
artemether,-0.2089
FOXO1,-0.2089
CTCF,-0.20929999999999999
NDUFS6,-0.2094
BVT-948,-0.2095
EHHADH,-0.20980000000000001
IL4R,-0.21050000000000002
oxaprozin,-0.2107
EXOC3,-0.21100000000000002
CDKN2A,-0.2113
GPSM1,-0.2113
ACAT2,-0.2113
glibenclamide,-0.2113
RNLS,-0.2113
CTCF,-0.2114
PAF1,-0.2114
BAX,-0.2119
CPE,-0.21230000000000002
PSMD10,-0.21280000000000002
ATP1B1,-0.21280000000000002
bromhexine,-0.213
CERS4,-0.21359999999999998
rofecoxib,-0.2138
YEATS4,-0.2139
didanosine,-0.2141
MAPK8,-0.21420000000000003
TCTA,-0.2144
RBCK1,-0.2144
DNAJB9,-0.2146
ZNF318,-0.2148
LAGE3,-0.2148
KISS1R,-0.21489999999999998
MTX2,-0.2161
RFX4,-0.2162
proxymetacaine,-0.2163
PNPO,-0.21710000000000002
CREB1,-0.21719999999999998
ARPC3,-0.21739999999999998
CD40,-0.21739999999999998
daidzein,-0.21739999999999998
RNASET2,-0.21760000000000002
azathioprine,-0.2177
KITLG,-0.21789999999999998
SYK-inhibitor,-0.218
SNRK,-0.2184
EMF-bca1-57,-0.2189
CHEK2,-0.2191
zalcitabine,-0.2192
LGALS3,-0.2193
ITPR2,-0.2193
P4HB,-0.2195
DHDDS,-0.21960000000000002
CALCOCO2,-0.2206
RBP1,-0.2208
CETN2,-0.2208
PLOD1,-0.2208
TRPS1,-0.2213
NTAN1,-0.2213
GW-441756,-0.2214
dantrolene,-0.2216
PD-158780,-0.2218
10H-phenothiazin-10-yl)(p-tolyl)methanone,-0.22190000000000001
RRM1,-0.22219999999999998
TFPI,-0.2223
GCAT,-0.2227
ELK1,-0.2227
EWSR1,-0.2229
FECH,-0.223
PPARGC1A,-0.223
CLTA,-0.223
GTF2H3,-0.2232
AKT-inhibitor-IV,-0.2232
NDUFB7,-0.2234
granisetron,-0.2234
SB-431542,-0.2235
indometacin,-0.22399999999999998
DMAB-anabaseine,-0.2241
H2AFV,-0.2245
MTA1,-0.2245
METTL14,-0.2248
LYZ,-0.2249
BRD-A17664363,-0.225
PPAT,-0.22519999999999998
CSNK1E,-0.2253
BRD-K32656671,-0.2257
SKF-81297,-0.2262
NME4,-0.22640000000000002
DDR1,-0.22690000000000002
ZNF576,-0.22699999999999998
streptozotocin,-0.2273
RPS19,-0.2278
HDAC7,-0.2278
PAPD7,-0.2284
TOP2A,-0.22870000000000001
JAK3-inhibitor-I,-0.2289
HSP90AB1,-0.22899999999999998
RARRES3,-0.22899999999999998
yohimbine,-0.2291
secnidazole,-0.2293
O-2050,-0.2297
RAMP1,-0.2298
cyproterone,-0.23010000000000003
BZW2,-0.2303
HMGN5,-0.2303
ICI-118551,-0.2305
ERCC1,-0.2306
bemegride,-0.23079999999999998
linopirdine,-0.23079999999999998
ZNF273,-0.2309
FK-888,-0.23120000000000002
NMI,-0.23149999999999998
GPR128,-0.23149999999999998
RIPK3,-0.2324
homoveratrylamine,-0.2327
bergenin,-0.2329
SKP1,-0.2332
SUOX,-0.2332
rutin,-0.2332
CALM2,-0.2336
ZFP112,-0.23370000000000002
NF1,-0.2339
methoxsalen,-0.2341
ZK-93423,-0.23420000000000002
RXFP1,-0.23420000000000002
SOD1,-0.2343
SIRT2,-0.2345
sarmentogenin,-0.2347
RFWD2,-0.2348
PTPLA,-0.2352
FGIN-1-27,-0.2353
ALDH2,-0.23550000000000001
SERPINA6,-0.2357
BCCIP,-0.2361
molsidomine,-0.2366
zamifenacin,-0.2366
IGF2R,-0.2368
midostaurin,-0.2368
capecitabine,-0.2369
loxoprofen,-0.2371
COMT,-0.2371
REV-5901,-0.2372
NSDHL,-0.2375
SERINC3,-0.2375
WR-216174,-0.2378
GREB1,-0.23809999999999998
ABCF2,-0.2382
ZNF623,-0.23829999999999998
